uuid,date,time,sym,n_close,amount_delta,n_midprice,n_bid1,n_bsize1,n_bid2,n_bsize2,n_bid3,n_bsize3,n_bid4,n_bsize4,n_bid5,n_bsize5,n_ask1,n_asize1,n_ask2,n_asize2,n_ask3,n_asize3,n_ask4,n_asize4,n_ask5,n_asize5,label_5,label_10,label_20,label_40,label_60
0,7,13:10:03,8,0.0014492753623187,0.0,0.001086956521739,0.0007246376811593,7.729465113928773e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,-0.0021739130434783,1.70048232506433e-05,0.0014492753623187,1.2882441856547956e-07,0.0021739130434781,3.310787557132824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,2,2,1,1,1
1,7,13:10:06,8,0.0014492753623187,0.0,0.001086956521739,0.0007246376811593,7.729465113928773e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,-0.0021739130434783,1.70048232506433e-05,0.0014492753623187,1.2882441856547956e-07,0.0021739130434781,3.310787557132824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,2,2,1,1,1
2,7,13:10:09,8,0.0014492753623187,0.0,0.001086956521739,0.0007246376811593,7.729465113928773e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,-0.0021739130434783,1.70048232506433e-05,0.0014492753623187,1.2882441856547956e-07,0.0021739130434781,3.310787557132824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,2,2,1,1,1
3,7,13:10:12,8,0.0014492753623187,0.0,0.001086956521739,0.0007246376811593,7.729465113928773e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,-0.0021739130434783,1.70048232506433e-05,0.0014492753623187,1.2882441856547956e-07,0.0021739130434781,3.310787557132824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,2,2,1,1,1
4,7,13:10:15,8,0.0014492753623187,0.0,0.001086956521739,0.0007246376811593,7.729465113928773e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,-0.0021739130434783,1.70048232506433e-05,0.0014492753623187,1.2882441856547956e-07,0.0021739130434781,3.310787557132824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,2,2,1,1,1
5,7,13:10:18,8,0.0014492753623187,1382.0,0.0018115942028984,0.0014492753623187,2.576488371309591e-07,0.0007246376811593,7.729465113928773e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,0.0021739130434781,3.310787557132824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,0.0050724637681158,7.987113951059732e-06,1,1,1,1,1
6,7,13:10:21,8,0.0021739130434781,99576.0,0.0018115942028984,0.0014492753623187,3.864732556964386e-07,0.0007246376811593,6.441220928273978e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,0.0021739130434781,2.383251743461372e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,0.0050724637681158,7.987113951059732e-06,1,1,1,1,1
7,7,13:10:24,8,0.0021739130434781,1383.0,0.0018115942028984,0.0014492753623187,1.0305953485238365e-06,0.0007246376811593,6.441220928273978e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,0.0021739130434781,2.370369301604824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,0.0050724637681158,7.987113951059732e-06,1,1,1,1,1
8,7,13:10:27,8,0.0021739130434781,0.0,0.0018115942028984,0.0014492753623187,1.0305953485238365e-06,0.0007246376811593,6.441220928273978e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,0.0021739130434781,2.370369301604824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,0.0050724637681158,7.987113951059732e-06,1,1,1,1,1
9,7,13:10:30,8,0.0021739130434781,0.0,0.0018115942028984,0.0014492753623187,1.0305953485238365e-06,0.0007246376811593,6.441220928273978e-07,0.0,6.570045346839457e-06,-0.0007246376811594,1.2882441856547955e-06,-0.0014492753623189,7.987113951059732e-06,0.0021739130434781,2.370369301604824e-05,0.0028985507246375,3.362317324559016e-05,0.0036231884057971,2.9887265107191256e-05,0.0043478260869564,2.1642502319000564e-05,0.0050724637681158,7.987113951059732e-06,1,1,1,1,1
