uuid,date,time,sym,n_close,amount_delta,n_midprice,n_bid1,n_bsize1,n_bid2,n_bsize2,n_bid3,n_bsize3,n_bid4,n_bsize4,n_bid5,n_bsize5,n_ask1,n_asize1,n_ask2,n_asize2,n_ask3,n_asize3,n_ask4,n_asize4,n_ask5,n_asize5,label_5,label_10,label_20,label_40,label_60
0,41,09:40:03,0,-0.0138004246284501,260149.0,-0.0134819532908704,-0.0138004246284501,4.488232693178001e-07,-0.0140127388535032,4.737578953910112e-06,-0.0142250530785562,3.939670919567356e-06,-0.0144373673036093,4.072655591957816e-06,-0.0146496815286625,5.236271475374335e-06,-0.0131634819532909,2.7594319521020303e-06,-0.0127388535031847,3.307993725712675e-06,-0.0125265392781317,4.986925214642223e-07,-0.0123142250530785,1.014008126977252e-06,-0.0121019108280254,2.260739430637808e-06,1,0,0,0,0
1,41,09:40:06,0,-0.0138004246284501,1045471.0,-0.0135881104033971,-0.0140127388535032,4.787448206056534e-06,-0.0142250530785562,3.939670919567356e-06,-0.0144373673036093,4.155771012201853e-06,-0.0146496815286625,5.535486988252868e-06,-0.0148619957537156,3.396096071171354e-05,-0.0131634819532909,4.288755684592312e-06,-0.0127388535031847,3.307993725712675e-06,-0.0125265392781317,4.986925214642223e-07,-0.0123142250530785,1.014008126977252e-06,-0.0121019108280254,2.260739430637808e-06,1,1,0,0,0
2,41,09:40:09,0,-0.0138004246284501,1616793.0,-0.0134819532908704,-0.0138004246284501,1.3963390600998223e-06,-0.0140127388535032,5.435748483960023e-06,-0.0142250530785562,3.939670919567356e-06,-0.0144373673036093,4.222263348397082e-06,-0.0146496815286625,5.535486988252868e-06,-0.0131634819532909,3.806686247176897e-06,-0.0127388535031847,3.4243553140543267e-06,-0.0125265392781317,4.986925214642223e-07,-0.0123142250530785,1.014008126977252e-06,-0.0121019108280254,2.260739430637808e-06,1,0,0,0,0
3,41,09:40:12,0,-0.0138004246284501,539066.0,-0.013588110403397,-0.0138004246284501,4.405117272933964e-06,-0.0140127388535032,5.385879231813601e-06,-0.0142250530785562,3.972917087664971e-06,-0.0144373673036093,4.405117272933964e-06,-0.0146496815286625,5.784833248984979e-06,-0.013375796178344,1.9947700858568893e-07,-0.0131634819532909,2.992155128785334e-06,-0.0127388535031847,3.4243553140543267e-06,-0.0125265392781317,4.986925214642223e-07,-0.0123142250530785,1.014008126977252e-06,1,0,0,0,0
4,41,09:40:15,0,-0.013375796178344,748096.0,-0.013588110403397,-0.0138004246284501,3.906424751469742e-06,-0.0140127388535032,5.419125399911216e-06,-0.0142250530785562,3.856555499323319e-06,-0.0144373673036093,4.521478861275615e-06,-0.0146496815286625,5.951064089473053e-06,-0.013375796178344,1.7288007410759707e-06,-0.0131634819532909,1.895031581564045e-06,-0.0127388535031847,3.4243553140543267e-06,-0.0125265392781317,4.986925214642224e-08,-0.0123142250530785,1.014008126977252e-06,1,0,0,0,0
5,41,09:40:18,0,-0.0138004246284501,2798104.0,-0.013588110403397,-0.0138004246284501,1.662308404880741e-07,-0.0140127388535032,4.747552804339397e-07,-0.0142250530785562,3.72357082693286e-06,-0.0144373673036093,4.770825122007727e-06,-0.0146496815286625,5.917817921375439e-06,-0.013375796178344,1.7786699932223928e-06,-0.0131634819532909,1.895031581564045e-06,-0.0127388535031847,3.507470734298364e-06,-0.0125265392781317,1.662308404880741e-08,-0.0123142250530785,1.014008126977252e-06,0,0,0,0,0
6,41,09:40:21,0,-0.0138004246284501,1143030.0,-0.013588110403397,-0.0138004246284501,3.6570784907376317e-07,-0.0140127388535032,1.505386491459999e-06,-0.0142250530785562,3.7568169950304742e-06,-0.0144373673036093,4.787448206056534e-06,-0.0146496815286625,6.084048761863513e-06,-0.013375796178344,3.490847650249557e-07,-0.0131634819532909,1.3630928920022078e-06,-0.0127388535031847,3.507470734298364e-06,-0.0125265392781317,1.662308404880741e-08,-0.0123142250530785,1.014008126977252e-06,1,0,0,0,0
7,41,09:40:24,0,-0.0138004246284501,683017.0,-0.013588110403397,-0.0138004246284501,4.488232693178001e-07,-0.0140127388535032,1.5220095755088064e-06,-0.0142250530785562,3.72357082693286e-06,-0.0144373673036093,4.787448206056534e-06,-0.0146496815286625,6.084048761863513e-06,-0.013375796178344,1.4462083122462446e-06,-0.0131634819532909,8.644003705379854e-07,-0.0127388535031847,3.507470734298364e-06,-0.0125265392781317,1.662308404880741e-08,-0.0123142250530785,1.014008126977252e-06,0,0,0,0,0
8,41,09:40:27,0,-0.0138004246284501,2290246.0,-0.0139065817409766,-0.0140127388535032,2.137063685314681e-06,-0.0142250530785562,3.889801667420935e-06,-0.0144373673036093,4.787448206056534e-06,-0.0146496815286625,6.084048761863513e-06,-0.0148619957537156,3.098542866697701e-05,-0.0138004246284501,4.122524844104238e-06,-0.013588110403397,4.986925214642224e-08,-0.0131634819532909,5.153156055130298e-07,-0.0127388535031847,3.507470734298364e-06,-0.0125265392781317,1.662308404880741e-08,1,0,0,0,0
9,41,09:40:30,0,-0.0140127388535032,1504803.0,-0.0139065817409766,-0.0140127388535032,4.0826294423871e-07,-0.0142250530785562,3.923047835518549e-06,-0.0144373673036093,4.870563626300572e-06,-0.0146496815286625,6.133918014009934e-06,-0.0148619957537156,3.166697511297812e-05,-0.0138004246284501,2.094508590149734e-06,-0.013588110403397,4.986925214642224e-08,-0.0131634819532909,3.4243553140543267e-06,-0.0129511677282377,1.496077564392667e-07,-0.0127388535031847,3.1417628852246006e-06,0,0,0,0,1
10,41,09:40:33,0,-0.0140127388535032,603797.0,-0.0141188959660296,-0.0142250530785562,4.2481953595132215e-06,-0.0144373673036093,5.153156055130297e-06,-0.0146496815286625,6.266902686400394e-06,-0.0148619957537156,3.158385969273408e-05,-0.0150743099787685,5.319386895618372e-07,-0.0140127388535032,6.649233619522964e-08,-0.0138004246284501,1.047254295074867e-06,-0.013588110403397,4.986925214642224e-08,-0.0131634819532909,3.324616809761482e-06,-0.0129511677282377,1.496077564392667e-07,0,0,0,0,1
