uuid,date,time,sym,n_close,amount_delta,n_midprice,n_bid1,n_bsize1,n_bid2,n_bsize2,n_bid3,n_bsize3,n_bid4,n_bsize4,n_bid5,n_bsize5,n_ask1,n_asize1,n_ask2,n_asize2,n_ask3,n_asize3,n_ask4,n_asize4,n_ask5,n_asize5,label_5,label_10,label_20,label_40,label_60
0,49,13:10:03,7,-0.0084142394822005,24512.0,-0.0087378640776697,-0.009061488673139,1.7163488659414156e-06,-0.0097087378640775,1.6575026191091386e-05,-0.0103559870550161,3.712217404336148e-05,-0.0110032362459546,4.283516383999504e-05,-0.0116504854368931,2.611302203182297e-05,-0.0084142394822005,1.7163488659414157e-07,-0.007766990291262,1.4711561708069277e-07,-0.006472491909385,7.35578085403464e-08,-0.0058252427184466,1.2259634756724395e-06,-0.0051779935275081,1.3828868005585122e-05,2,2,2,1,2
1,49,13:10:06,7,-0.009061488673139,32166.0,-0.0084142394822005,-0.009061488673139,4.217314356313193e-06,-0.0097087378640775,1.6820218886225874e-05,-0.0103559870550161,3.699957769579423e-05,-0.0110032362459546,4.283516383999504e-05,-0.0116504854368931,2.611302203182297e-05,-0.007766990291262,1.7163488659414157e-07,-0.006472491909385,7.35578085403464e-08,-0.0058252427184466,2.697119646479368e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.476446220858328e-06,1,2,1,1,1
2,49,13:10:09,7,-0.0084142394822005,255799.0,-0.0080906148867313,-0.0084142394822005,4.854815363662861e-06,-0.009061488673139,4.585103399014924e-06,-0.0097087378640775,1.772743185822348e-05,-0.0103559870550161,3.709765477384803e-05,-0.0110032362459546,4.2884202379021945e-05,-0.007766990291262,1.7163488659414157e-07,-0.006472491909385,1.9370222915624548e-06,-0.0058252427184466,2.8932738025869578e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.476446220858328e-06,1,2,1,1,1
3,49,13:10:12,7,-0.0084142394822005,6128.0,-0.0080906148867313,-0.0084142394822005,5.198085136851145e-06,-0.009061488673139,5.418758562472184e-06,-0.0097087378640775,1.772743185822348e-05,-0.0103559870550161,3.709765477384803e-05,-0.0110032362459546,4.28106445704816e-05,-0.007766990291262,1.7163488659414157e-07,-0.006472491909385,2.8932738025869578e-06,-0.0058252427184466,2.8932738025869578e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.525484759885226e-06,1,2,1,2,1
4,49,13:10:15,7,-0.0084142394822005,271174.0,-0.0074433656957927,-0.0084142394822005,1.103367128105196e-06,-0.009061488673139,5.565874179552877e-06,-0.0097087378640775,1.7751951127736927e-05,-0.0103559870550161,3.709765477384803e-05,-0.0110032362459546,4.28106445704816e-05,-0.006472491909385,3.113947228207997e-06,-0.0058252427184466,2.8932738025869578e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,-0.003883495145631,2.466638513052949e-06,1,1,0,1,1
5,49,13:10:18,7,-0.0084142394822005,64356.0,-0.0080906148867313,-0.0084142394822005,6.865395463765663e-07,-0.009061488673139,5.933663222254608e-06,-0.0097087378640775,1.910051095097661e-05,-0.0103559870550161,3.709765477384803e-05,-0.0110032362459546,4.28106445704816e-05,-0.007766990291262,9.317322415110542e-07,-0.006472491909385,3.113947228207997e-06,-0.0058252427184466,2.8932738025869578e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,1,2,1,1,1
6,49,13:10:21,7,-0.007766990291262,3066.0,-0.0080906148867313,-0.0084142394822005,1.0543285890782983e-06,-0.009061488673139,6.203375186902545e-06,-0.0097087378640775,1.9860608305893524e-05,-0.0103559870550161,3.709765477384803e-05,-0.0110032362459546,4.339910703880437e-05,-0.007766990291262,8.826937024841567e-07,-0.006472491909385,3.113947228207997e-06,-0.0058252427184466,1.667310326914518e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,2,2,1,1,1
7,49,13:10:24,7,-0.0084142394822005,133265.0,-0.0080906148867313,-0.0084142394822005,3.677890427017319e-07,-0.009061488673139,5.590393449066325e-06,-0.0097087378640775,1.9860608305893524e-05,-0.0103559870550161,3.606784545428318e-05,-0.0110032362459546,4.339910703880437e-05,-0.007766990291262,8.33655163457259e-07,-0.0071197411003235,1.42211763178003e-06,-0.006472491909385,3.113947228207997e-06,-0.0058252427184466,1.667310326914518e-06,-0.0051779935275081,1.3828868005585122e-05,2,1,1,1,1
8,49,13:10:27,7,-0.0084142394822005,0.0,-0.0080906148867313,-0.0084142394822005,5.639431988093223e-07,-0.009061488673139,6.963472541819458e-06,-0.0097087378640775,1.9860608305893524e-05,-0.0103559870550161,3.606784545428318e-05,-0.0110032362459546,4.339910703880437e-05,-0.007766990291262,8.33655163457259e-07,-0.0071197411003235,1.42211763178003e-06,-0.006472491909385,3.113947228207997e-06,-0.0058252427184466,1.4711561708069277e-06,-0.0051779935275081,1.3828868005585122e-05,2,1,1,1,1
9,49,13:10:30,7,-0.007766990291262,154766.0,-0.0074433656957927,-0.007766990291262,9.807707805379521e-08,-0.0084142394822005,1.5201947098338254e-06,-0.009061488673139,6.767318385711867e-06,-0.0097087378640775,2.044907077421629e-05,-0.0103559870550161,3.609236472379663e-05,-0.0071197411003235,1.42211763178003e-06,-0.006472491909385,3.113947228207997e-06,-0.0058252427184466,1.4711561708069277e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,1,0,1,1,1
10,49,13:10:33,7,-0.007766990291262,108824.0,-0.0080906148867313,-0.0084142394822005,1.1278863976186446e-06,-0.009061488673139,6.767318385711867e-06,-0.0097087378640775,2.0498109313243196e-05,-0.0103559870550161,3.528322882985282e-05,-0.0110032362459546,4.339910703880437e-05,-0.007766990291262,6.865395463765663e-07,-0.0071197411003235,1.42211763178003e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,1.4711561708069277e-06,-0.0051779935275081,1.3828868005585122e-05,2,2,1,1,1
11,49,13:10:36,7,-0.007766990291262,1196270.0,-0.0074433656957927,-0.007766990291262,1.078847858591747e-06,-0.0084142394822005,9.807707805379518e-07,-0.009061488673139,1.6182717878876203e-06,-0.0097087378640775,2.074330200837768e-05,-0.0103559870550161,3.518515175179902e-05,-0.0071197411003235,1.42211763178003e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,1.4711561708069277e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,1,0,1,1,1
12,49,13:10:39,7,-0.007766990291262,0.0,-0.0074433656957927,-0.007766990291262,1.569233248860723e-06,-0.0084142394822005,1.324040553726235e-06,-0.009061488673139,4.192795086799744e-06,-0.0097087378640775,2.079234054740458e-05,-0.0103559870550161,3.530774809936627e-05,-0.0071197411003235,1.42211763178003e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,1.4711561708069277e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,0,0,1,1,1
13,49,13:10:42,7,-0.007766990291262,108843.0,-0.0074433656957927,-0.007766990291262,7.355780854034638e-07,-0.0084142394822005,8.679821407760873e-06,-0.009061488673139,4.315391434366988e-06,-0.0097087378640775,2.201830402307702e-05,-0.0103559870550161,3.518515175179902e-05,-0.0071197411003235,1.42211763178003e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,1.4711561708069277e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,0,0,1,1,1
14,49,13:10:45,7,-0.0071197411003235,58292.0,-0.0074433656957927,-0.007766990291262,1.5201947098338254e-06,-0.0084142394822005,2.1944746214536677e-05,-0.009061488673139,4.437987781934232e-06,-0.0097087378640775,2.201830402307702e-05,-0.0103559870550161,3.518515175179902e-05,-0.0071197411003235,4.903853902689759e-07,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,1.4711561708069277e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,0,0,1,1,2
15,49,13:10:48,7,-0.0071197411003235,185526.0,-0.0067961165048543,-0.0071197411003235,2.2067342562103922e-07,-0.007766990291262,1.4711561708069277e-07,-0.0084142394822005,2.1920226945023223e-05,-0.009061488673139,4.462507051447681e-06,-0.0097087378640775,2.221445817918461e-05,-0.006472491909385,3.2855821148021386e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.770677455019714e-06,-0.003883495145631,2.736350477700885e-06,-0.0032362459546925,2.206734256210392e-06,0,0,0,0,1
16,49,13:10:51,7,-0.0084142394822005,93514.0,-0.0071197411003235,-0.007766990291262,5.026450250257003e-06,-0.0084142394822005,2.1258206668160103e-05,-0.009061488673139,4.462507051447681e-06,-0.0097087378640775,2.228801598772496e-05,-0.0103559870550161,3.5675537142068e-05,-0.006472491909385,3.2855821148021386e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.525484759885226e-06,-0.003883495145631,2.736350477700885e-06,-0.0032362459546925,2.206734256210392e-06,0,0,0,1,1
17,49,13:10:54,7,-0.0084142394822005,392399.0,-0.0080906148867313,-0.0084142394822005,2.0056762462001118e-05,-0.009061488673139,4.830296094149413e-06,-0.0097087378640775,2.2312535257238403e-05,-0.0103559870550161,3.5675537142068e-05,-0.0110032362459546,4.3815934620533e-05,-0.007766990291262,7.355780854034639e-06,-0.0071197411003235,1.0298093195648491e-06,-0.006472491909385,3.2855821148021386e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.525484759885226e-06,0,0,1,1,1
18,49,13:10:57,7,-0.0084142394822005,265153.0,-0.0080906148867313,-0.0084142394822005,1.873272190827488e-05,-0.009061488673139,4.830296094149413e-06,-0.0097087378640775,2.263128576091324e-05,-0.0103559870550161,3.5675537142068e-05,-0.0110032362459546,4.3815934620533e-05,-0.007766990291262,4.487026320961129e-06,-0.0071197411003235,1.0298093195648491e-06,-0.006472491909385,3.2855821148021386e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.525484759885226e-06,0,0,2,1,1
19,49,13:11:00,7,-0.007766990291262,381588.0,-0.0080906148867313,-0.0084142394822005,1.5839448105687924e-05,-0.009061488673139,4.830296094149413e-06,-0.0097087378640775,2.2508689413345997e-05,-0.0103559870550161,3.5675537142068e-05,-0.0110032362459546,4.3815934620533e-05,-0.007766990291262,1.5447139793472742e-06,-0.0071197411003235,1.0298093195648491e-06,-0.006472491909385,3.2855821148021386e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.525484759885226e-06,0,1,1,1,1
20,49,13:11:03,7,-0.007766990291262,187026.0,-0.0074433656957927,-0.007766990291262,5.639431988093223e-06,-0.0084142394822005,1.5986563722768615e-05,-0.009061488673139,4.879334633176311e-06,-0.0097087378640775,2.280292064750738e-05,-0.0103559870550161,3.5675537142068e-05,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.2855821148021386e-06,-0.0051779935275081,1.3828868005585122e-05,-0.0045307443365695,2.280292064750738e-06,-0.003883495145631,2.736350477700885e-06,0,0,1,1,1
21,49,13:11:06,7,-0.0084142394822005,1389754.0,-0.0087378640776697,-0.009061488673139,5.026450250257003e-06,-0.0097087378640775,2.280292064750738e-05,-0.0103559870550161,3.570005641158145e-05,-0.0110032362459546,4.393853096810024e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,5.71298979663357e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,2.45192695134488e-07,-0.0051779935275081,1.3828868005585122e-05,1,2,1,2,2
22,49,13:11:09,7,-0.0084142394822005,186848.0,-0.0087378640776697,-0.009061488673139,3.653371157503871e-06,-0.0097087378640775,2.339138311583015e-05,-0.0103559870550161,3.545486371644696e-05,-0.0110032362459546,4.393853096810024e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,4.094718008745949e-06,-0.007766990291262,2.476446220858328e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,2.45192695134488e-07,1,2,1,2,2
23,49,13:11:12,7,-0.009061488673139,116381.0,-0.0087378640776697,-0.009061488673139,2.64808110745247e-06,-0.0097087378640775,2.4715423669556387e-05,-0.0103559870550161,3.528322882985282e-05,-0.0110032362459546,4.386497315955989e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,3.481736270909729e-06,-0.007766990291262,2.476446220858328e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,2.45192695134488e-07,1,2,2,2,2
24,49,13:11:15,7,-0.009061488673139,148545.0,-0.0087378640776697,-0.009061488673139,2.770677455019714e-06,-0.0097087378640775,2.4715423669556387e-05,-0.0103559870550161,3.528322882985282e-05,-0.0110032362459546,4.386497315955989e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,2.550004029398675e-06,-0.007766990291262,2.476446220858328e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,2.45192695134488e-07,2,2,1,2,2
25,49,13:11:18,7,-0.0084142394822005,156193.0,-0.0087378640776697,-0.009061488673139,1.103367128105196e-06,-0.0097087378640775,2.4739942939069835e-05,-0.0103559870550161,3.528322882985282e-05,-0.0110032362459546,4.386497315955989e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,1.789906674481762e-06,-0.007766990291262,2.476446220858328e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,2.45192695134488e-07,2,2,1,2,2
26,49,13:11:21,7,-0.0097087378640775,183670.0,-0.0087378640776697,-0.009061488673139,9.807707805379518e-06,-0.0097087378640775,2.5818790797661586e-05,-0.0103559870550161,3.528322882985282e-05,-0.0110032362459546,4.386497315955989e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,1.667310326914518e-06,-0.007766990291262,2.476446220858328e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.2855821148021386e-06,-0.0058252427184466,2.45192695134488e-07,2,1,1,2,2
27,49,13:11:24,7,-0.0084142394822005,108712.0,-0.0087378640776697,-0.009061488673139,1.22105962176975e-05,-0.0097087378640775,2.792744797581818e-05,-0.0103559870550161,3.538130590790661e-05,-0.0110032362459546,4.386497315955989e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,1.3975983622665811e-06,-0.007766990291262,8.606263599220527e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.040389419667651e-06,-0.0058252427184466,2.45192695134488e-07,2,1,1,2,2
28,49,13:11:27,7,-0.0084142394822005,532826.0,-0.0087378640776697,-0.009061488673139,7.968762591870858e-06,-0.0097087378640775,2.8736583869761988e-05,-0.0103559870550161,3.538130590790661e-05,-0.0110032362459546,4.393853096810024e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,4.658661207555271e-07,-0.007766990291262,8.606263599220527e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.040389419667651e-06,-0.0058252427184466,2.45192695134488e-07,2,2,1,2,2
29,49,13:11:30,7,-0.0084142394822005,146996.0,-0.0080906148867313,-0.0084142394822005,1.9615415610759042e-07,-0.009061488673139,6.767318385711867e-06,-0.0097087378640775,2.866302606122164e-05,-0.0103559870550161,3.5479382985960407e-05,-0.0110032362459546,4.393853096810024e-05,-0.007766990291262,8.606263599220527e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.040389419667651e-06,-0.0058252427184466,1.2750020146993377e-06,-0.0051779935275081,1.3828868005585122e-05,1,2,1,2,2
30,49,13:11:33,7,-0.009061488673139,199038.0,-0.0080906148867313,-0.0084142394822005,1.3804348736071672e-05,-0.009061488673139,4.388949242907334e-06,-0.0097087378640775,2.878562240878889e-05,-0.0103559870550161,3.5479382985960407e-05,-0.0110032362459546,4.393853096810024e-05,-0.007766990291262,8.606263599220527e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.040389419667651e-06,-0.0058252427184466,1.3730790927531326e-06,-0.0051779935275081,1.3828868005585122e-05,1,1,1,1,2
31,49,13:11:36,7,-0.0084142394822005,234397.0,-0.0080906148867313,-0.0084142394822005,1.1524056671320934e-05,-0.009061488673139,7.6009735491691265e-06,-0.0097087378640775,2.890821875635613e-05,-0.0103559870550161,3.5675537142068e-05,-0.0110032362459546,4.398756950712714e-05,-0.007766990291262,8.581744329707078e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.040389419667651e-06,-0.0058252427184466,1.3730790927531326e-06,-0.0051779935275081,1.3828868005585122e-05,0,1,1,1,2
32,49,13:11:39,7,-0.0084142394822005,85792.0,-0.0080906148867313,-0.0084142394822005,1.039617027370229e-05,-0.009061488673139,1.7776470397250378e-05,-0.0097087378640775,3.033033638813616e-05,-0.0103559870550161,3.560197933352765e-05,-0.0110032362459546,4.388949242907335e-05,-0.007766990291262,8.679821407760873e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.040389419667651e-06,-0.0058252427184466,1.3730790927531326e-06,-0.0051779935275081,1.3828868005585122e-05,0,1,1,2,2
33,49,13:11:42,7,-0.0084142394822005,194564.0,-0.0080906148867313,-0.0084142394822005,9.734149996839172e-06,-0.009061488673139,1.7825508936277273e-05,-0.0097087378640775,3.0673606161324445e-05,-0.0103559870550161,3.584717202866214e-05,-0.0110032362459546,4.388949242907335e-05,-0.007766990291262,8.679821407760873e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,3.040389419667651e-06,-0.0058252427184466,1.3730790927531326e-06,-0.0051779935275081,1.3828868005585122e-05,2,2,1,2,2
34,49,13:11:45,7,-0.007766990291262,239007.0,-0.0080906148867313,-0.0084142394822005,7.502896471115331e-06,-0.009061488673139,1.7825508936277273e-05,-0.0097087378640775,3.079620250889169e-05,-0.0103559870550161,3.584717202866214e-05,-0.0110032362459546,4.388949242907335e-05,-0.007766990291262,8.312032365059142e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,1.1769249366455422e-06,-0.0058252427184466,1.3730790927531326e-06,-0.0051779935275081,1.3828868005585122e-05,2,1,1,2,2
35,49,13:11:48,7,-0.0084142394822005,226736.0,-0.0080906148867313,-0.0084142394822005,4.437987781934232e-06,-0.009061488673139,1.8242336518005904e-05,-0.0097087378640775,3.079620250889169e-05,-0.0103559870550161,3.587169129817559e-05,-0.0110032362459546,4.420824293274818e-05,-0.007766990291262,8.312032365059142e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,1.1769249366455422e-06,-0.0058252427184466,1.3730790927531326e-06,-0.0051779935275081,1.3828868005585122e-05,1,0,1,2,2
36,49,13:11:51,7,-0.0084142394822005,441176.0,-0.0087378640776697,-0.009061488673139,2.1748592058429083e-05,-0.0097087378640775,3.104139520402618e-05,-0.0103559870550161,3.587169129817559e-05,-0.0110032362459546,4.420824293274818e-05,-0.0116504854368931,2.697119646479368e-05,-0.0084142394822005,4.658661207555271e-07,-0.007766990291262,7.674531357709473e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,1.1769249366455422e-06,-0.0058252427184466,1.3730790927531326e-06,2,2,1,2,2
37,49,13:11:54,7,-0.009061488673139,499602.0,-0.0087378640776697,-0.009061488673139,2.0424551504702847e-05,-0.0097087378640775,3.109043374305307e-05,-0.0103559870550161,3.5651017872554546e-05,-0.0110032362459546,4.420824293274818e-05,-0.0116504854368931,2.7216389159928164e-05,-0.0084142394822005,2.525484759885226e-06,-0.007766990291262,1.9370222915624548e-06,-0.0071197411003235,2.4519269513448794e-06,-0.006472491909385,2.4519269513448794e-06,-0.0058252427184466,1.3730790927531326e-06,2,2,2,2,2
