uuid,date,time,sym,n_close,amount_delta,n_midprice,n_bid1,n_bsize1,n_bid2,n_bsize2,n_bid3,n_bsize3,n_bid4,n_bsize4,n_bid5,n_bsize5,n_ask1,n_asize1,n_ask2,n_asize2,n_ask3,n_asize3,n_ask4,n_asize4,n_ask5,n_asize5,label_5,label_10,label_20,label_40,label_60
0,44,13:10:03,1,0.0,286418.0,-0.001207729468599,-0.0024154589371979,0.0001694754129397,-0.004830917874396,0.0001326066762849,-0.007246376811594,0.0001588291472157,-0.0096618357487923,0.0003200825439084,-0.0120772946859902,0.0002592705503907,0.0,2.086302892683476e-06,0.0024154589371983,0.000276699771894,0.0048309178743961,0.000313503994086,0.0072463768115942,0.0003580157835666,0.0096618357487923,0.0003770001053597,1,2,2,2,2
1,44,13:10:06,1,0.0,352725.0,-0.001207729468599,-0.0024154589371979,0.0001697627824841,-0.004830917874396,0.0001326497817166,-0.007246376811594,0.0001590360532877,-0.0096618357487923,0.0003210710951412,-0.0120772946859902,0.0002593280242996,0.0,3.885236240920193e-06,0.0024154589371983,0.0002779038502852,0.0048309178743961,0.000316193773022,0.0072463768115942,0.0003581824579024,0.0096618357487923,0.0003770403370959,1,2,2,2,2
2,44,13:10:09,1,0.0,388321.0,-0.001207729468599,-0.0024154589371979,0.0001723692242522,-0.004830917874396,0.0001326210447621,-0.007246376811594,0.0001590360532877,-0.0096618357487923,0.0003212234009998,-0.0120772946859902,0.0002594717090718,0.0,1.465584676678475e-06,0.0024154589371983,0.0002784958315468,0.0048309178743961,0.0003164610266984,0.0072463768115942,0.0003577255403267,0.0096618357487923,0.0003770978110048,1,2,2,2,2
3,44,13:10:12,1,0.0,327488.0,-0.001207729468599,-0.0024154589371979,0.0001723376136023,-0.004830917874396,0.0001321842430546,-0.007246376811594,0.0001590849061102,-0.0096618357487923,0.0003215711181486,-0.0120772946859902,0.0002594717090718,0.0,2.195503319573245e-06,0.0024154589371983,0.0002817459810945,0.0048309178743961,0.0003169323127513,0.0072463768115942,0.0003572542542738,0.0096618357487923,0.000377241495777,2,2,2,2,2
4,44,13:10:15,1,0.0,711333.0,0.001207729468599,0.0,3.735804077807878e-07,-0.0024154589371979,0.0001748233601618,-0.004830917874396,0.0001322963171769,-0.007246376811594,0.0001590849061102,-0.0096618357487923,0.0003219332037746,0.0024154589371983,0.0002803378703267,0.0048309178743961,0.0003172656614228,0.0072463768115942,0.0003571479275424,0.0096618357487923,0.0003775748444485,0.0120772946859906,0.0004537019104679,1,1,1,1,1
5,44,13:10:18,1,0.0,393714.0,-0.001207729468599,-0.0024154589371979,0.0001754268362051,-0.004830917874396,0.0001323566647812,-0.007246376811594,0.0001597774667123,-0.0096618357487923,0.0003216228446666,-0.0120772946859902,0.0002591728447456,0.0,1.1974688917096482e-05,0.0024154589371983,0.0002801510801228,0.0048309178743961,0.0003164035527895,0.0072463768115942,0.0003567542312665,0.0096618357487923,0.0003775978340121,2,2,2,2,2
6,44,13:10:21,1,0.0,643745.0,-0.001207729468599,-0.0024154589371979,0.0001768723050137,-0.004830917874396,0.0001323566647812,-0.007246376811594,0.0001597774667123,-0.0096618357487923,0.0003216285920575,-0.0120772946859902,0.0002591872132228,0.0,8.879718923404878e-06,0.0024154589371983,0.00028197587673,0.0048309178743961,0.0003162799838854,0.0072463768115942,0.0003564122615086,0.0096618357487923,0.0003776122024893,2,2,2,2,2
7,44,13:10:24,1,0.0,1295367.0,-0.001207729468599,-0.0024154589371979,0.0001743836847588,-0.004830917874396,0.0001326440343257,-0.007246376811594,0.0001612631672571,-0.0096618357487923,0.0003217435398753,-0.0120772946859902,0.0002591872132228,0.0,6.4830569227189015e-06,0.0024154589371983,0.0002886457238566,0.0048309178743961,0.0003166104588615,0.0072463768115942,0.0003587888076412,0.0096618357487923,0.0003776122024893,2,2,2,2,2
8,44,13:10:27,1,0.0,1802305.0,0.001207729468599,0.0,1.6759650464725034e-05,-0.0024154589371979,0.0001764038926563,-0.004830917874396,0.0001327790980116,-0.007246376811594,0.0001610907455305,-0.0096618357487923,0.0003217119292254,0.0024154589371983,0.0002879646580363,0.0048309178743961,0.0003174696937994,0.0072463768115942,0.0003594497575934,0.0096618357487923,0.0003778995720338,0.0120772946859906,0.0004539662904488,1,1,1,1,1
9,44,13:10:30,1,0.0,741711.0,0.001207729468599,0.0,1.4831400821487276e-05,-0.0024154589371979,0.0001776913082154,-0.004830917874396,0.000131514672016,-0.007246376811594,0.0001625275932527,-0.0096618357487923,0.0003220567726787,0.0024154589371983,0.0002876887832736,0.0048309178743961,0.0003182628337421,0.0072463768115942,0.0003598578223465,0.0096618357487923,0.0003779311826837,0.0120772946859906,0.0004539662904488,1,1,1,1,1
10,44,13:10:33,1,0.0,327583.0,0.001207729468599,0.0,1.5575687941604384e-05,-0.0024154589371979,0.0001787890598752,-0.004830917874396,0.0001329170353929,-0.007246376811594,0.0001627603625837,-0.0096618357487923,0.0003224619637364,0.0024154589371983,0.0002852432684504,0.0048309178743961,0.0003178404005117,0.0072463768115942,0.0003594181469435,0.0096618357487923,0.0003778047400841,0.0120772946859906,0.0004539662904488,1,1,1,1,1
11,44,13:10:36,1,0.0,559332.0,0.001207729468599,0.0,1.846375186329432e-05,-0.0024154589371979,0.0001789471131246,-0.004830917874396,0.0001333969425321,-0.007246376811594,0.0001641857155242,-0.0096618357487923,0.0003224619637364,0.0024154589371983,0.0002842288539585,0.0048309178743961,0.0003190530999893,0.0072463768115942,0.0003594784945478,0.0096618357487923,0.0003778219822568,0.0120772946859906,0.0004539950274033,1,1,1,1,1
12,44,13:10:39,1,0.0,1755781.0,0.001207729468599,0.0,9.38000056333224e-06,-0.0024154589371979,0.0001791741350647,-0.004830917874396,0.0001334774060046,-0.007246376811594,0.0001642949159511,-0.0096618357487923,0.0003225855326405,0.0024154589371983,0.0002831425970805,0.0048309178743961,0.0003188203306583,0.0072463768115942,0.0003601969184089,0.0096618357487923,0.0003798623060223,0.0120772946859906,0.0004543398708566,1,1,1,1,1
13,44,13:10:42,1,0.0,699043.0,0.001207729468599,0.0,7.618425255873605e-06,-0.0024154589371979,0.0001806425934369,-0.004830917874396,0.000133506142959,-0.007246376811594,0.0001643322739918,-0.0096618357487923,0.0003227579543672,0.0024154589371983,0.0002827057953729,0.0048309178743961,0.0003197140499415,0.0072463768115942,0.0003606538359846,0.0096618357487923,0.0003797904636362,0.0120772946859906,0.0004545697664922,1,1,1,1,1
14,44,13:10:45,1,0.0024154589371983,575428.0,0.001207729468599,0.0,1.3399898172780186e-05,-0.0024154589371979,0.000181024794931,-0.004830917874396,0.0001335233851317,-0.007246376811594,0.0001648380443901,-0.0096618357487923,0.0003229361234847,0.0024154589371983,0.0002810131887561,0.0048309178743961,0.0003198289977593,0.0072463768115942,0.0003595014841114,0.0096618357487923,0.0003797042527729,0.0120772946859906,0.0004547019564826,1,1,1,1,1
15,44,13:10:48,1,0.0,657178.0,0.001207729468599,0.0,2.3845781113419903e-05,-0.0024154589371979,0.0001802460234655,-0.004830917874396,0.0001338509864124,-0.007246376811594,0.0001644759587641,-0.0096618357487923,0.0003232895880244,0.0024154589371983,0.0002794958775615,0.0048309178743961,0.0003199525666634,0.0072463768115942,0.0003595790738884,0.0096618357487923,0.0003799427694948,0.0120772946859906,0.0004547019564826,1,1,1,1,1
16,44,13:10:51,1,0.0,456373.0,0.001207729468599,0.0,2.3845781113419903e-05,-0.0024154589371979,0.0001803839608469,-0.004830917874396,0.0001337044279447,-0.007246376811594,0.0001646196435363,-0.0096618357487923,0.0003231861349884,0.0024154589371983,0.00028171724414,0.0048309178743961,0.0003201795886035,0.0072463768115942,0.0003594296417253,0.0096618357487923,0.0003802128968666,0.0120772946859906,0.0004548600097321,1,1,1,1,1
17,44,13:10:54,1,0.0,1066188.0,0.001207729468599,0.0,2.041171505728113e-05,-0.0024154589371979,0.0001808207625544,-0.004830917874396,0.0001338653548896,-0.007246376811594,0.0001647518335267,-0.0096618357487923,0.0003232119982474,0.0024154589371983,0.0002844242652487,0.0048309178743961,0.0003209210020282,0.0072463768115942,0.0003594296417253,0.0096618357487923,0.000379957137972,0.0120772946859906,0.0004549232310318,1,1,1,1,1
18,44,13:10:57,1,0.0024154589371983,608603.0,0.001207729468599,0.0,2.096921197350784e-05,-0.0024154589371979,0.0001832835195503,-0.004830917874396,0.0001337504070718,-0.007246376811594,0.0001651828878434,-0.0096618357487923,0.0003230079658708,0.0024154589371983,0.0002817000019674,0.0048309178743961,0.0003206709905245,0.0072463768115942,0.0003597428745287,0.0096618357487923,0.000379103650425,0.0120772946859906,0.0004556588970656,1,1,1,1,1
19,44,13:11:00,1,0.0024154589371983,312361.0,0.001207729468599,0.0,2.6995351320556392e-05,-0.0024154589371979,0.0001830881082601,-0.004830917874396,0.0001338193757625,-0.007246376811594,0.0001652604776204,-0.0096618357487923,0.0003233298197606,0.0024154589371983,0.000282079329766,0.0048309178743961,0.0003209382442009,0.0072463768115942,0.0003598262116966,0.0096618357487923,0.0003795749364779,0.0120772946859906,0.0004556588970656,1,1,1,1,1
20,44,13:11:03,1,0.0,246479.0,0.001207729468599,0.0,3.268526830060224e-05,-0.0024154589371979,0.000183869753421,-0.004830917874396,0.0001338222494579,-0.007246376811594,0.0001645679170183,-0.0096618357487923,0.0003239764012356,0.0024154589371983,0.0002829529331812,0.0048309178743961,0.0003146610300828,0.0072463768115942,0.0003599986334233,0.0096618357487923,0.0003798910429768,0.0120772946859906,0.0004555985494613,1,1,1,1,1
21,44,13:11:06,1,0.0024154589371983,354281.0,0.001207729468599,0.0,3.443822252172747e-05,-0.0024154589371979,0.0001839329747208,-0.004830917874396,0.0001334141847048,-0.007246376811594,0.000166473177098,-0.0096618357487923,0.0003241287070942,0.0024154589371983,0.000282027603248,0.0048309178743961,0.0003149541470182,0.0072463768115942,0.0003601423181955,0.0096618357487923,0.0003800462225308,0.0120772946859906,0.000456003740519,1,1,1,1,1
22,44,13:11:09,1,0.0,1347850.0,0.001207729468599,0.0,3.028860629991626e-05,-0.0024154589371979,0.0001838352690757,-0.004830917874396,0.0001247844772851,-0.007246376811594,0.0001512167279833,-0.0096618357487923,0.0003241775599167,0.0024154589371983,0.0002844731180713,0.0048309178743961,0.0003160346565053,0.0072463768115942,0.0003598089695239,0.0096618357487923,0.0003801985283893,0.0120772946859906,0.000456003740519,1,1,1,1,1
23,44,13:11:12,1,0.0024154589371983,418351.0,0.001207729468599,0.0,3.617106087474144e-05,-0.0024154589371979,0.0001835708890948,-0.004830917874396,0.0001248017194577,-0.007246376811594,0.0001513374231919,-0.0096618357487923,0.0003244074555523,0.0024154589371983,0.0002851340680235,0.0048309178743961,0.0003163076575725,0.0072463768115942,0.0003598434538693,0.0096618357487923,0.0003802243916483,0.0120772946859906,0.0004563629524495,1,1,1,1,1
24,44,13:11:15,1,0.0024154589371983,522379.0,0.001207729468599,0.0,3.784958638385496e-05,-0.0024154589371979,0.0001830047710922,-0.004830917874396,0.0001248362038031,-0.007246376811594,0.0001508862530072,-0.0096618357487923,0.0003247695411783,0.0024154589371983,0.0002843409280808,0.0048309178743961,0.0003165260584263,0.0072463768115942,0.000358173836816,0.0096618357487923,0.0003805117611928,0.0120772946859906,0.0004564520370083,1,1,1,1,1
25,44,13:11:18,1,0.0,333029.0,0.001207729468599,0.0,3.874324819317549e-05,-0.0024154589371979,0.0001833639830228,-0.004830917874396,0.0001245200973042,-0.007246376811594,0.0001508776319208,-0.0096618357487923,0.0003234677571419,0.0024154589371983,0.0002855191432131,0.0048309178743961,0.0003166036482033,0.0072463768115942,0.000358147973557,0.0096618357487923,0.0003805548666245,0.0120772946859906,0.0004568256174161,1,1,1,1,1
26,44,13:11:21,1,0.0024154589371983,363587.0,0.001207729468599,0.0,4.6223477435124646e-05,-0.0024154589371979,0.0001838467638574,-0.004830917874396,0.0001245200973042,-0.007246376811594,0.0001535789056386,-0.0096618357487923,0.0003234476412738,0.0024154589371983,0.0002855450064721,0.0048309178743961,0.0003173680511915,0.0072463768115942,0.0003582543002885,0.0096618357487923,0.000381483070253,0.0120772946859906,0.00045675377503,1,1,1,1,1
27,44,13:11:24,1,0.0,565528.0,0.001207729468599,0.0,4.952247980537345e-05,-0.0024154589371979,0.0001839961960206,-0.004830917874396,0.0001245775712131,-0.007246376811594,0.0001535817793341,-0.0096618357487923,0.0003241718125258,0.0024154589371983,0.0002849099197788,0.0048309178743961,0.0003168392912297,0.0072463768115942,0.0003561133971824,0.0096618357487923,0.0003814945650348,0.0120772946859906,0.0004569463126247,1,1,1,1,1
28,44,13:11:27,1,0.0,327432.0,0.001207729468599,0.0,5.337897909184897e-05,-0.0024154589371979,0.0001896487549598,-0.004830917874396,0.00012468677164,-0.007246376811594,0.0001543950351449,-0.0096618357487923,0.0003244246977249,0.0024154589371983,0.0002832000709894,0.0048309178743961,0.0003172732192418,0.0072463768115942,0.0003574640340413,0.0096618357487923,0.0003806094668379,0.0120772946859906,0.0004569405652339,1,1,1,1,1
29,44,13:11:30,1,0.0,894689.0,0.001207729468599,0.0,5.289332456173394e-05,-0.0024154589371979,0.0001908901913918,-0.004830917874396,0.0001252615107288,-0.007246376811594,0.0001543950351449,-0.0096618357487923,0.0003248183940008,0.0024154589371983,0.0002669090915147,0.0048309178743961,0.0003146840196464,0.0072463768115942,0.0003589612293678,0.0096618357487923,0.0003807129198739,0.0120772946859906,0.0004569319441475,1,1,1,1,1
