uuid,date,time,sym,n_close,amount_delta,n_midprice,n_bid1,n_bsize1,n_bid2,n_bsize2,n_bid3,n_bsize3,n_bid4,n_bsize4,n_bid5,n_bsize5,n_ask1,n_asize1,n_ask2,n_asize2,n_ask3,n_asize3,n_ask4,n_asize4,n_ask5,n_asize5,label_5,label_10,label_20,label_40,label_60
0,2,09:40:03,9,0.0048491379310344,855949.0,0.004669540229885,0.0044899425287356,2.1881549101489683e-08,0.0041307471264366,5.470387275372421e-09,0.0039511494252872,2.335198920110979e-06,0.0037715517241379,4.212198202036764e-07,0.0035919540229885,3.282232365223453e-07,0.0048491379310344,2.7351936376862106e-08,0.0050287356321838,4.704533056820282e-07,0.0052083333333332,7.93206154929001e-07,0.0053879310344826,1.066725518697622e-06,0.0055675287356322,1.4113599170460849e-06,1,1,1,2,1
1,2,09:40:06,9,0.0050287356321838,279758.0,0.004938936781609,0.0048491379310344,4.212198202036764e-07,0.004669540229885,5.470387275372421e-09,0.0044899425287356,6.017426002909662e-08,0.0041307471264366,3.282232365223452e-08,0.0039511494252872,2.3406693073863512e-06,0.0050287356321838,9.026139004364496e-07,0.0052083333333332,1.066725518697622e-06,0.0053879310344826,1.1597221023789532e-06,0.0055675287356322,1.3949487552199674e-06,0.0057471264367816,3.353347399803294e-06,0,1,0,2,1
2,2,09:40:09,9,0.0052083333333332,1913679.0,0.0051185344827586,0.0050287356321838,7.111503457984149e-08,0.0048491379310344,1.3128929460893809e-07,0.0043103448275862,5.470387275372421e-07,0.0041307471264366,3.282232365223452e-08,0.0039511494252872,2.3406693073863512e-06,0.0052083333333332,1.0557847441468773e-06,0.0053879310344826,1.1870740387558152e-06,0.0055675287356322,1.3949487552199674e-06,0.0057471264367816,3.353347399803294e-06,0.005926724137931,7.65854218552139e-08,0,0,0,2,1
3,2,09:40:12,9,0.0048491379310344,968194.0,0.004938936781609,0.0048491379310344,5.470387275372421e-09,0.004669540229885,1.0940774550744842e-08,0.0044899425287356,4.3763098202979367e-08,0.0043103448275862,5.470387275372421e-07,0.0041307471264366,7.111503457984149e-08,0.0050287356321838,1.531708437104278e-06,0.0052083333333332,4.3216059475442123e-07,0.0053879310344826,1.1870740387558152e-06,0.0055675287356322,1.3949487552199674e-06,0.0057471264367816,3.364288174354039e-06,0,0,0,1,1
4,2,09:40:15,9,0.0044899425287356,2655912.0,0.0043103448275862,0.0041307471264366,3.539340567165956e-06,0.0039511494252872,1.0168355867462255e-06,0.0037715517241379,3.063416874208556e-07,0.0035919540229885,3.391640110730901e-07,0.0034123563218391,5.525091148126145e-07,0.0044899425287356,3.2275284924697285e-07,0.004669540229885,2.7351936376862106e-08,0.0048491379310344,2.352266528410141e-07,0.0050287356321838,1.624705020785609e-06,0.0052083333333332,3.5010478562383493e-07,1,1,1,2,1
5,2,09:40:18,9,0.0044899425287356,609696.0,0.0043103448275862,0.0041307471264366,3.6596890872241497e-06,0.0039511494252872,1.0277763612969704e-06,0.0037715517241379,3.063416874208556e-07,0.0035919540229885,3.391640110730901e-07,0.0034123563218391,5.525091148126145e-07,0.0044899425287356,7.111503457984149e-08,0.0048491379310344,3.665159474499522e-07,0.0050287356321838,1.9036947718296024e-06,0.0052083333333332,3.77456722000697e-07,0.0053879310344826,2.675019377657114e-06,1,1,1,2,1
6,2,09:40:21,9,0.0043103448275862,206914.0,0.0042205459770114,0.0041307471264366,3.6706298617748944e-06,0.0039511494252872,1.0387171358477151e-06,0.0037715517241379,3.063416874208556e-07,0.0035919540229885,3.336936237977177e-07,0.0034123563218391,5.525091148126145e-07,0.0043103448275862,8.533804149580977e-07,0.0044899425287356,4.3763098202979367e-08,0.0048491379310344,1.0065512586685254e-06,0.0050287356321838,1.9583986445833265e-06,0.0052083333333332,5.032756293342627e-07,1,1,1,2,1
7,2,09:40:24,9,0.0041307471264366,749305.0,0.0042205459770114,0.0041307471264366,3.741744896354736e-06,0.0039511494252872,1.0824802340506946e-06,0.0037715517241379,3.063416874208556e-07,0.0035919540229885,3.336936237977177e-07,0.0034123563218391,5.525091148126145e-07,0.0043103448275862,2.899305255947383e-07,0.0044899425287356,4.3763098202979367e-08,0.004669540229885,1.0940774550744842e-06,0.0048491379310344,1.1542517151035809e-06,0.0050287356321838,1.9036947718296024e-06,1,1,1,2,1
8,2,09:40:27,9,0.0041307471264366,1308314.0,0.0042205459770114,0.0041307471264366,2.5710820194250377e-06,0.0039511494252872,1.1481248813551637e-06,0.0037715517241379,3.063416874208556e-07,0.0035919540229885,3.336936237977177e-07,0.0034123563218391,5.525091148126145e-07,0.0043103448275862,2.1334510373952441e-07,0.0044899425287356,3.282232365223453e-07,0.004669540229885,1.0940774550744842e-06,0.0048491379310344,8.588508022334701e-07,0.0050287356321838,1.8818132227281127e-06,1,0,0,2,1
9,2,09:40:30,9,0.0044899425287356,1280532.0,0.0045797413793104,0.0044899425287356,1.0229624204946427e-06,0.0043103448275862,1.0940774550744841e-07,0.0041307471264366,3.894915740065164e-06,0.0039511494252872,1.2903549505148466e-06,0.0037715517241379,3.172824619716004e-07,0.004669540229885,1.1487813278282083e-06,0.0048491379310344,8.150877040304907e-07,0.0050287356321838,1.8271093499743888e-06,0.0052083333333332,3.938678838268143e-07,0.0053879310344826,2.620315504903389e-06,1,0,1,1,1
