uuid,date,time,sym,n_close,amount_delta,n_midprice,n_bid1,n_bsize1,n_bid2,n_bsize2,n_bid3,n_bsize3,n_bid4,n_bsize4,n_bid5,n_bsize5,n_ask1,n_asize1,n_ask2,n_asize2,n_ask3,n_asize3,n_ask4,n_asize4,n_ask5,n_asize5,label_5,label_10,label_20,label_40,label_60
0,57,09:40:03,8,0.0065717415115003,99262.0,0.007393209200438,0.0065717415115003,8.257645230047238e-06,0.0049288061336254,1.932366278482193e-06,0.0038335158817084,1.0305953485238365e-06,0.0032858707557501,2.9629616270060297e-06,0.0027382256297916,3.091786045571509e-06,0.0082146768893756,2.576488371309591e-07,0.0087623220153341,5.79709883544658e-06,0.0093099671412923,2.649531816636218e-05,0.0098576122672509,7.729465113928773e-07,0.0104052573932089,2.447663952744112e-06,2,2,2,1,0
1,57,09:40:06,8,0.0065717415115003,128850.0,0.0057502738225629,0.0049288061336254,1.932366278482193e-06,0.0038335158817084,1.0305953485238365e-06,0.0032858707557501,2.9629616270060297e-06,0.0027382256297916,3.091786045571509e-06,0.0021905805038333,2.6280181387357827e-05,0.0065717415115003,5.011269882197155e-06,0.0087623220153341,5.79709883544658e-06,0.0093099671412923,2.649531816636218e-05,0.0098576122672509,7.729465113928773e-07,0.0104052573932089,2.447663952744112e-06,2,2,2,2,0
2,57,09:40:09,8,0.0093099671412923,563447.0,0.0079408543263965,0.0065717415115003,1.2882441856547956e-07,0.0032858707557501,2.447663952744112e-06,0.0027382256297916,3.091786045571509e-06,0.0021905805038333,2.6280181387357827e-05,0.001642935377875,1.2882441856547955e-06,0.0093099671412923,4.839933405505067e-06,0.0098576122672509,7.729465113928773e-07,0.0104052573932089,2.447663952744112e-06,0.0109529025191674,1.2882441856547955e-06,0.0115005476451257,1.932366278482193e-06,2,1,1,1,0
3,57,09:40:12,8,0.0065717415115003,22056.0,0.0035596933187294,0.0032858707557501,2.447663952744112e-06,0.0027382256297916,1.2882441856547955e-06,0.0021905805038333,2.6280181387357827e-05,0.001642935377875,1.2882441856547955e-06,0.0010952902519167,1.2238319763720558e-05,0.0038335158817084,2.576488371309591e-06,0.0082146768893756,2.447663952744112e-06,0.0093099671412923,4.839933405505067e-06,0.0098576122672509,7.729465113928773e-07,0.0104052573932089,2.447663952744112e-06,2,2,2,2,2
4,57,09:40:15,8,0.007667031763417,62420.0,0.0079408543263965,0.007667031763417,4.895327905488223e-06,0.0038335158817084,1.752012092490522e-05,0.0032858707557501,2.447663952744112e-06,0.0027382256297916,1.2882441856547955e-06,0.0021905805038333,2.6280181387357827e-05,0.0082146768893756,1.8035418599167136e-06,0.0093099671412923,4.839933405505067e-06,0.0098576122672509,7.729465113928773e-07,0.0104052573932089,2.447663952744112e-06,0.0109529025191674,1.2882441856547955e-06,2,0,1,0,0
5,57,09:40:18,8,0.0098576122672509,134467.0,0.0090361445783131,0.0082146768893756,1.2882441856547956e-07,0.007667031763417,3.735908138398907e-06,0.0043811610076669,1.2882441856547956e-07,0.0038335158817084,1.146537325232768e-05,0.0032858707557501,2.447663952744112e-06,0.0098576122672509,4.59903174278762e-07,0.0104052573932089,2.447663952744112e-06,0.0109529025191674,1.2882441856547955e-06,0.0115005476451257,1.932366278482193e-06,0.0120481927710842,5.152976742619183e-07,1,0,0,0,0
6,57,09:40:21,8,0.007667031763417,9204.0,0.0087623220153341,0.007667031763417,3.607083719833428e-06,0.0043811610076669,1.2882441856547956e-07,0.0038335158817084,1.146537325232768e-05,0.0032858707557501,2.447663952744112e-06,0.0027382256297916,1.2882441856547955e-06,0.0098576122672509,4.59903174278762e-07,0.0104052573932089,2.447663952744112e-06,0.0109529025191674,1.2882441856547955e-06,0.0115005476451257,1.932366278482193e-06,0.0120481927710842,5.152976742619183e-07,1,1,0,0,0
7,57,09:40:24,8,0.007667031763417,204134.0,0.0109529025191674,0.0098576122672509,1.2882441856547956e-07,0.0082146768893756,3.864732556964386e-06,0.007667031763417,3.276004964120145e-06,0.0049288061336254,2.576488371309591e-06,0.0043811610076669,9.790655810976448e-06,0.0120481927710842,5.152976742619183e-07,0.0125958378970425,1.6747174413512342e-06,0.013143483023001,6.956518602535896e-06,0.0136911281489595,1.5458930227857543e-06,0.0158817086527929,1.429951046076823e-05,0,0,0,0,0
8,57,09:40:27,8,0.0082146768893756,33145.0,0.0090361445783131,0.0082146768893756,1.8035418599167136e-06,0.007667031763417,3.276004964120145e-06,0.0049288061336254,2.576488371309591e-06,0.0043811610076669,9.790655810976448e-06,0.0038335158817084,5.539449998315621e-06,0.0098576122672509,1.4170686042202751e-06,0.0120481927710842,5.152976742619183e-07,0.0125958378970425,1.6747174413512342e-06,0.013143483023001,6.956518602535896e-06,0.0136911281489595,1.5458930227857543e-06,0,0,0,0,0
9,57,09:40:30,8,0.0098576122672509,1844.0,0.0090361445783131,0.0082146768893756,1.8035418599167136e-06,0.007667031763417,3.276004964120145e-06,0.0049288061336254,2.576488371309591e-06,0.0043811610076669,9.790655810976448e-06,0.0038335158817084,5.539449998315621e-06,0.0098576122672509,1.2882441856547955e-06,0.0120481927710842,5.152976742619183e-07,0.0125958378970425,1.6747174413512342e-06,0.013143483023001,6.956518602535896e-06,0.0136911281489595,1.5458930227857543e-06,0,0,0,0,0
